Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,3497,2.241635687732342,3
BLONG YANG,1475,2.043389830508475,2
BRETT BUCKNER,744,2.4018817204301075,3.0
IAN ALEXANDER,1048,2.392175572519084,3.0
KALE R. SEVERSON,220,2.3454545454545452,3.0
writeIns,10,1.5,1.0
