Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,176491,2.0576006708557375,2
Calvin Louie,43341,2.224637179575921,3
Isaac Wang,16175,2.3634621329211747,3
Jose Cisneros,108155,1.9279829873792242,2
Manuel B. Valle,8820,2.2653061224489797,3.0
