Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,4899,2.4815268422126966,3
Eric John Holmes,1305,2.3923371647509577,3
Greg Scargall,1473,2.5444670739986424,3
JoAnne Vigil Coppler,2121,2.4926921263554926,3
