Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,8976,3.1957442067736186,3.0
Andy Montroll,2063,3.4120213281628695,3
Bob Kiss,2585,3.2870406189555124,3
Dan Smith,1306,3.459418070444104,3.0
James Simpson,35,3.6285714285714286,4
Kurt Wright,2951,2.8471704506946796,2
writeIns,36,2.8333333333333335,2.0
