Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,7118,2.263838156785614,3.0
AL G. MURRAY,133,2.443609022556391,3
BEN BARTLETT,4060,2.220689655172414,3.0
DEBORAH MATTHEWS,1482,2.284075573549258,3.0
MARK A. COPLAN,1443,2.347886347886348,3
