Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,23255,1.5014835519243173,2
LYNETTE GIBSON MCELHANEY,13147,1.5666692020993382,2
NONI D. SESSION,10108,1.4166996438464583,1.0
