Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,24638,1.412817598831074,1.0
CLARISSA DOUTHERD,10104,1.3829176563737133,1.0
GARY D. YEE,14534,1.4336039631209578,1.0
