Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,8930,1.561030235162374,2.0
Kale Severson,5088,1.5672169811320755,2.0
Mike Talley Tate,3775,1.5568211920529802,2
writeIns,67,1.328358208955224,1
