Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,32145,1.028371441903873,1
ANN-MARIE HOGAN,31428,1.0234186076110474,1.0
writeIns,717,1.2454672245467224,1
