Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,5262,2.183010262257697,2.0
"Barbara A. ""Barb"" Johnson",2258,1.987599645704163,2.0
Dana Hansen,220,2.022727272727273,2.0
Phillipe M. Cunningham,2139,2.340813464235624,3
Stephanie Gasca,634,2.411671924290221,3.0
writeIns,11,1.6363636363636365,1
