Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,160024,2.356921461780733,3.0
BRUCE QUAN,27342,2.524979884426889,3.0
FRANCIS ''MATT'' HUMMEL,11593,2.4829638575002155,3
NANCY SIDEBOTHAM,5799,2.4111053629936197,3
PEGGY MOORE,31925,2.4319185591229444,3
REBECCA KAPLAN,83365,2.251784321957656,3
