Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,18997,1.6429962625677739,2
BENJAMIN VISNICK,5798,1.723352880303553,2.0
GARY D. YEE,13043,1.6089089933297553,2
writeIns,156,1.5064102564102564,1.0
