Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,69659,1.678864181225685,2
Carol Becker,48148,1.6786782420868986,2.0
David B. Wheeler,19295,1.6811609225187873,2
John Edwards,1538,1.8036410923276982,2.0
writeIns,678,1.3436578171091444,1.0
