Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,20292,1.6361620342992311,2.0
CORINA N. LOPEZ,9291,1.618447960391777,2
PAULINE RUSSO CUTTER,10784,1.6555081602373887,2.0
writeIns,217,1.433179723502304,1
