Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,179587,2.647017879913357,1
ELLEN LEE ZHOU,25006,3.3229624890026392,3.0
JOEL VENTRESCA,13283,3.259805766769555,3
LONDON N. BREED,126221,2.3134264504321784,1
MARC ROTH,7,3.2857142857142856,3
PAUL YBARRA ROBERTSON,7649,3.775787684664662,4
"ROBERT L. JORDAN, JR.",2458,3.900325467860049,4.0
WILMA PANG,4963,3.7239572839008663,3
writeIns,0,0,0
