Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,185831,1.775290452077425,1
JOHN ROBINSON,11036,2.035338890902501,2.0
ROSS MIRKARIMI,61446,1.833300784428604,1.0
VICKI HENNESSY,113349,1.7185242040070932,1
