Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,4718,1.7590080542602797,1.0
Brent Perry,130,2.5076923076923077,3.0
Charley Underwood,663,2.1870286576168927,2
Rick L. Nyhlen,880,1.6943181818181818,1.0
Sandy Colvin Roy,3035,1.6533772652388798,1
writeIns,10,1.4,1.0
