Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,25436,2.3519814436232114,3.0
DAN DILLMAN,4823,2.3344391457599003,3
MORGAN MACK-ROSE,9666,2.404407200496586,3.0
URSULA REED,10734,2.3331470095025155,3.0
writeIns,213,1.3192488262910798,1
