Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,189707,1.989974012556205,2
AMY FARAH WEISS,23236,2.5875365811671545,3.0
ED LEE,105771,1.5732100481228315,1
FRANCISCO HERRERA,28805,2.5177226176011107,3
KENT GRAHAM,8827,2.2667950606094935,3
REED MARTIN,4660,2.504077253218884,3.0
STUART SCHUFFMAN,18347,2.5431405679402626,3
writeIns,61,2.098360655737705,2
