Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,3329,1.8477020126164012,2
Dan Alvin,287,2.341463414634146,3
Kim Vlaisavljevich,339,1.8908554572271385,2
Matthew Dowgwillo,292,2.243150684931507,2.0
Meg Tuthill,2405,1.735966735966736,1
writeIns,6,1.3333333333333333,1.0
