Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,5283,2.5453340904788946,3
"Curry, Glenn Chip",2294,2.479075850043592,3.0
"Pattavina, Charles F.",1317,2.5170842824601367,3
"Stanicki, Robyn M.",1672,2.6584928229665072,3.0
