Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,149051,1.0000603820168936,1
PAUL MIYAMOTO,149045,1.0000469656815056,1
writeIns,6,1.3333333333333333,1.0
