Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,262447,2.256543225870366,3
Barbara Gelman,49874,2.2165456951517823,3.0
Bernardo Tuma,18205,2.3914309255698982,3
Beverly Davidson,27340,2.3530358449158744,3.0
Dale Washam,65676,2.238854376027773,3.0
Jan Shabro,50023,2.2151210443196128,3
Terry Lee,50278,2.2805401965074186,3.0
writeIns,1051,1.236917221693625,1
