Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,2170,2.498617511520737,3.0
"Arford, Poppy",899,2.4838709677419355,3
"Perreault, Corinne Ann",614,2.54885993485342,3.0
"Wilson, Katherine E.",657,2.471841704718417,3
