Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,1089,5.489439853076217,7
ANTHONY JENKINS,93,5.559139784946237,7
CRISTY WELSH,346,5.46242774566474,7.0
DAVID LAURET,154,5.798701298701299,7.0
G. TYCE FLAKE,273,5.402930402930403,7
HECTOR RAFAEL HERNANDEZ,88,5.6022727272727275,7.0
KEITH KUDER,100,5.19,7.0
TAY GUDMUNDSON,35,5.457142857142857,7
