W-P,First Choice,Second Choice,Third Choice,Count
13-06,BARRETT LANE,XXX,XXX,1.0
13-03,BRO,ADAM ALMEN,XXX,1.0
13-09,BRO,AL FERGSON,HEN,1.0
13-06,BRO,BILL TIPPING,XXX,1.0
13-10,BRO,C MONSON,J. CARCIA,1.0
13-05,BRO,C. CARTER,XXX,1.0
13-08,BRO,CATHY ERICKSON,BRETT ERICKSON,1.0
13-04,BRO,DANIEL BALACH,HEN,1.0
13-05,BRO,HEIDI GRAVES,GREG HOLCOMB,1.0
13-08,BRO,HEN,BILL WRIGHT,1.0
13-03,BRO,HEN,DAVID SAMPSELL,1.0
13-03,BRO,HEN,DEREK BOOGARD,1.0
13-03,BRO,HEN,ERICKA DEFANTE,1.0
13-02,BRO,HEN,HOD,25.0
13-03,BRO,HEN,HOD,8.0
13-04,BRO,HEN,HOD,15.0
13-05,BRO,HEN,HOD,33.0
13-06,BRO,HEN,HOD,19.0
13-07,BRO,HEN,HOD,4.0
13-08,BRO,HEN,HOD,17.0
13-09,BRO,HEN,HOD,17.0
13-10,BRO,HEN,HOD,14.0
13-09,BRO,HEN,JESUS CHRIST,1.0
13-05,BRO,HEN,JOEY LOMBARD,1.0
13-08,BRO,HEN,MARY JONES,1.0
13-02,BRO,HEN,MARY SIMPSON,1.0
13-03,BRO,HEN,MONIKA DEINARD,1.0
13-06,BRO,HEN,MR. PEEPERS,1.0
13-06,BRO,HEN,NEIL SKEMP,1.0
13-05,BRO,HEN,NOBETSY,1.0
13-05,BRO,HEN,PETER J LARAMY,1.0
13-05,BRO,HEN,RANDOM PERSON,1.0
13-09,BRO,HEN,ROBERT LEE,1.0
13-02,BRO,HEN,SANTA CLAUS,1.0
13-04,BRO,HEN,STEVE MINN,1.0
13-05,BRO,HEN,STEVE MINN,1.0
13-09,BRO,HEN,TERRY NOOYEN,1.0
13-09,BRO,HEN,TOM HOLMAN,1.0
13-01,BRO,HEN,XXX,22.0
13-02,BRO,HEN,XXX,27.0
13-03,BRO,HEN,XXX,17.0
13-04,BRO,HEN,XXX,16.0
13-05,BRO,HEN,XXX,24.0
13-06,BRO,HEN,XXX,30.0
13-07,BRO,HEN,XXX,10.0
13-08,BRO,HEN,XXX,8.0
13-09,BRO,HEN,XXX,20.0
13-10,BRO,HEN,XXX,15.0
13-05,BRO,HOD,GEORGE SEPPLE,1.0
13-02,BRO,HOD,HEN,10.0
13-03,BRO,HOD,HEN,10.0
13-04,BRO,HOD,HEN,9.0
13-05,BRO,HOD,HEN,21.0
13-06,BRO,HOD,HEN,9.0
13-07,BRO,HOD,HEN,7.0
13-08,BRO,HOD,HEN,15.0
13-09,BRO,HOD,HEN,16.0
13-10,BRO,HOD,HEN,10.0
13-01,BRO,HOD,XXX,12.0
13-02,BRO,HOD,XXX,18.0
13-03,BRO,HOD,XXX,12.0
13-04,BRO,HOD,XXX,24.0
13-05,BRO,HOD,XXX,27.0
13-06,BRO,HOD,XXX,19.0
13-07,BRO,HOD,XXX,11.0
13-08,BRO,HOD,XXX,9.0
13-09,BRO,HOD,XXX,13.0
13-10,BRO,HOD,XXX,21.0
13-04,BRO,JASON LEWIS,XXX,1.0
13-02,BRO,JEFF MITCHELL,HEN,1.0
13-07,BRO,JESSE H LYKKON,XXX,1.0
13-05,BRO,JILL NELSON,HEN,1.0
13-08,BRO,JIM HUSS,XXX,1.0
13-01,BRO,JIM VAN HOUTEN,HOD,1.0
13-06,BRO,JOHN HUPP,KATHY MARSON,1.0
13-05,BRO,JOHN YOUNG,JOHN RUCKMAN,1.0
13-02,BRO,JON POWELL,XXX,2.0
13-04,BRO,KURT FABER,MARK SHAW,1.0
13-05,BRO,MEG LENNANDER,MIKE LENNANDER,1.0
13-02,BRO,MICKEY MOUSE,DONALD DUCK,1.0
13-01,BRO,MR. ROGERS,JOHN GRISHAM,1.0
13-06,BRO,RANDALL URLACHER,XXX,1.0
13-02,BRO,RICH PETERSON,XXX,1.0
13-06,BRO,"STERN,HOWARD",MARK LAVINE,1.0
13-01,BRO,STEVE O'NEIL,BRIAN WOBBEKING,1.0
13-06,BRO,VINCENT GARRY,OSCAR MARSCHALL,1.0
13-01,BRO,XXX,XXX,74.0
13-02,BRO,XXX,XXX,104.0
13-03,BRO,XXX,XXX,63.0
13-04,BRO,XXX,XXX,127.0
13-05,BRO,XXX,XXX,130.0
13-06,BRO,XXX,XXX,107.0
13-07,BRO,XXX,XXX,49.0
13-08,BRO,XXX,XXX,65.0
13-09,BRO,XXX,XXX,93.0
13-10,BRO,XXX,XXX,104.0
13-07,ELIZABETH JOHNSTON,HEN,BRO,1.0
13-01,HEN,BRO,HOD,4.0
13-02,HEN,BRO,HOD,3.0
13-03,HEN,BRO,HOD,2.0
13-04,HEN,BRO,HOD,2.0
13-05,HEN,BRO,HOD,7.0
13-06,HEN,BRO,HOD,5.0
13-07,HEN,BRO,HOD,2.0
13-08,HEN,BRO,HOD,1.0
13-09,HEN,BRO,HOD,1.0
13-10,HEN,BRO,HOD,2.0
13-09,HEN,BRO,JUSTIN EIBENHOLZL,1.0
13-01,HEN,BRO,XXX,2.0
13-02,HEN,BRO,XXX,6.0
13-03,HEN,BRO,XXX,2.0
13-04,HEN,BRO,XXX,1.0
13-05,HEN,BRO,XXX,7.0
13-06,HEN,BRO,XXX,4.0
13-07,HEN,BRO,XXX,2.0
13-08,HEN,BRO,XXX,6.0
13-09,HEN,BRO,XXX,1.0
13-10,HEN,BRO,XXX,1.0
13-01,HEN,HOD,BOB DOLE,1.0
13-01,HEN,HOD,BRO,5.0
13-02,HEN,HOD,BRO,2.0
13-03,HEN,HOD,BRO,7.0
13-04,HEN,HOD,BRO,1.0
13-05,HEN,HOD,BRO,9.0
13-06,HEN,HOD,BRO,5.0
13-08,HEN,HOD,BRO,6.0
13-09,HEN,HOD,BRO,2.0
13-10,HEN,HOD,BRO,3.0
13-07,HEN,HOD,NONE,1.0
13-01,HEN,HOD,XXX,10.0
13-02,HEN,HOD,XXX,8.0
13-03,HEN,HOD,XXX,7.0
13-04,HEN,HOD,XXX,9.0
13-05,HEN,HOD,XXX,12.0
13-06,HEN,HOD,XXX,8.0
13-07,HEN,HOD,XXX,6.0
13-08,HEN,HOD,XXX,4.0
13-09,HEN,HOD,XXX,6.0
13-09,HEN,HOD,XXX,9.0
13-10,HEN,HOD,XXX,4.0
13-09,HEN,JUSTIN EIBENHOLZL,JENNIFER GISSBY LEE,1.0
13-02,HEN,PAT CREWS,MIKE MUNNY,1.0
13-01,HEN,XXX,XXX,7.0
13-02,HEN,XXX,XXX,4.0
13-03,HEN,XXX,XXX,2.0
13-04,HEN,XXX,XXX,13.0
13-05,HEN,XXX,XXX,8.0
13-06,HEN,XXX,XXX,14.0
13-07,HEN,XXX,XXX,4.0
13-08,HEN,XXX,XXX,4.0
13-09,HEN,XXX,XXX,9.0
13-10,HEN,XXX,XXX,2.0
13-06,HOD,BENNETT,XXX,1.0
13-02,HOD,BETH BERTELSON,PAUL KERSKI,1.0
13-04,HOD,BRO,AMY BOWER,1.0
13-01,HOD,BRO,HEN,15.0
13-02,HOD,BRO,HEN,29.0
13-03,HOD,BRO,HEN,20.0
13-04,HOD,BRO,HEN,17.0
13-05,HOD,BRO,HEN,37.0
13-06,HOD,BRO,HEN,36.0
13-07,HOD,BRO,HEN,8.0
13-08,HOD,BRO,HEN,19.0
13-09,HOD,BRO,HEN,23.0
13-10,HOD,BRO,HEN,21.0
13-04,HOD,BRO,LINDSEY DIEDRICH,1.0
13-05,HOD,BRO,NONE,1.0
13-03,HOD,BRO,RENATA GOEPFRICH,1.0
13-05,HOD,BRO,RICHARD ALLENDORF,1.0
13-01,HOD,BRO,XXX,16.0
13-02,HOD,BRO,XXX,50.0
13-03,HOD,BRO,XXX,30.0
13-04,HOD,BRO,XXX,36.0
13-05,HOD,BRO,XXX,47.0
13-06,HOD,BRO,XXX,57.0
13-07,HOD,BRO,XXX,17.0
13-08,HOD,BRO,XXX,15.0
13-09,HOD,BRO,XXX,1.0
13-09,HOD,BRO,XXX,31.0
13-10,HOD,BRO,XXX,15.0
13-02,HOD,CLARE L. RITTOR,JEROME A. RITTER,1.0
13-04,HOD,CRAIG RITTLER,XXX,1.0
13-05,HOD,DAN FROCLICH,XXX,1.0
13-04,HOD,DENNIS SHAPIRO,XXX,1.0
13-02,HOD,DEREK RODMAN,XXX,1.0
13-02,HOD,FLYING SPAGHETTI MONSTER,XXX,1.0
13-06,HOD,FRANCHETT,XXX,1.0
13-04,HOD,HEN,ALICIA R. PHILLIPS,1.0
13-06,HOD,HEN,BALDWIN,1.0
13-02,HOD,HEN,BRAD PITT,1.0
13-01,HOD,HEN,BRO,14.0
13-02,HOD,HEN,BRO,55.0
13-03,HOD,HEN,BRO,24.0
13-04,HOD,HEN,BRO,41.0
13-05,HOD,HEN,BRO,53.0
13-06,HOD,HEN,BRO,62.0
13-07,HOD,HEN,BRO,17.0
13-08,HOD,HEN,BRO,41.0
13-09,HOD,HEN,BRO,36.0
13-10,HOD,HEN,BRO,54.0
13-10,HOD,HEN,"CAPTAIN ""SULLY"" SULLENBERGER",1.0
13-06,HOD,HEN,CRAMER,1.0
13-06,HOD,HEN,FISCHLER,1.0
13-05,HOD,HEN,FLOYD OLIVE,1.0
13-02,HOD,HEN,HEIDI RICH,1.0
13-02,HOD,HEN,JEROME RITTER,1.0
13-10,HOD,HEN,JIM BERNSTEIN,1.0
13-02,HOD,HEN,JOSEPH LAZUR,1.0
13-02,HOD,HEN,LIZARD PEOPLE,1.0
13-04,HOD,HEN,MARK WOHLERS,1.0
13-02,HOD,HEN,TODD NEMOIR,1.0
13-01,HOD,HEN,XXX,1.0
13-01,HOD,HEN,XXX,30.0
13-02,HOD,HEN,XXX,105.0
13-03,HOD,HEN,XXX,79.0
13-04,HOD,HEN,XXX,99.0
13-05,HOD,HEN,XXX,108.0
13-06,HOD,HEN,XXX,90.0
13-07,HOD,HEN,XXX,37.0
13-08,HOD,HEN,XXX,54.0
13-09,HOD,HEN,XXX,59.0
13-10,HOD,HEN,XXX,66.0
13-02,HOD,JEAN STOCKINGER,XXX,1.0
13-05,HOD,JUSTIN BACON,BRO,1.0
13-02,HOD,LINDA PALMISANO,MATT PERRY,1.0
13-10,HOD,MICHAEL SHMAGIN,XXX,1.0
13-03,HOD,STEPHEN GOODELL,XXX,1.0
13-02,HOD,STEPHEN INDVIK,XXX,1.0
13-01,HOD,TOM ELLINGWORTH,XXX,1.0
13-01,HOD,XXX,XXX,120.0
13-02,HOD,XXX,XXX,312.0
13-03,HOD,XXX,XXX,224.0
13-04,HOD,XXX,XXX,362.0
13-05,HOD,XXX,XXX,339.0
13-06,HOD,XXX,XXX,374.0
13-07,HOD,XXX,XXX,140.0
13-08,HOD,XXX,XXX,175.0
13-09,HOD,XXX,XXX,185.0
13-10,HOD,XXX,XXX,210.0
13-02,JULIE INGEBRATSEN,XXX,XXX,1.0
13-07,KEVIN REICH,HEN,HOD,1.0
13-02,MICHAEL HOHMANN,BRO,XXX,1.0
13-03,TOM MATOUSHEK,JOANN E KAVEMAN,MARSHA WAGNER,1.0
13-01,XXX,XXX,XXX,7.0
13-02,XXX,XXX,XXX,6.0
13-03,XXX,XXX,XXX,9.0
13-04,XXX,XXX,XXX,6.0
13-05,XXX,XXX,XXX,8.0
13-06,XXX,XXX,XXX,13.0
13-07,XXX,XXX,XXX,5.0
13-08,XXX,XXX,XXX,7.0
13-09,XXX,XXX,XXX,6.0
13-10,XXX,XXX,XXX,11.0
