W-P,First Choice,Second Choice,Third Choice,Count
2001-08-01,XXX,XXX,XXX,1.0
2001-08-01,GLI,EST,CAV,3.0
2001-08-01,GLI,EST,REG,2.0
2001-08-01,GLI,EST,XXX,17.0
2001-08-01,GLI,EST,MCD,15.0
2001-08-01,EST,MCD,REG,1.0
2001-08-01,EST,MCD,CAV,1.0
2001-08-01,GLI,REG,XXX,1.0
2001-08-01,GLI,REG,MCD,1.0
2001-08-01,GLI,CAV,EST,1.0
2001-08-01,GLI,CAV,MCD,1.0
2001-08-01,EST,GLI,MCD,3.0
2001-08-01,GLI,CAV,XXX,3.0
2001-08-01,GLI,MCD,CAV,1.0
2001-08-01,GLI,MCD,REG,2.0
2001-08-01,GLI,MCD,XXX,2.0
2001-08-01,GLI,XXX,XXX,50.0
2001-08-01,GLI,MCD,EST,3.0
2001-08-01,REG,GLI,XXX,2.0
2001-08-01,REG,GLI,MCD,1.0
2001-08-01,CAV,EST,MCD,1.0
2001-08-01,CAV,GLI,XXX,1.0
2001-08-01,CAV,XXX,XXX,1.0
2001-08-01,EST,CAV,XXX,1.0
2001-08-01,EST,XXX,XXX,3.0
2001-08-01,MCD,GLI,XXX,4.0
2001-08-01,EST,GLI,XXX,1.0
2001-08-01,MCD,REG,XXX,1.0
2001-08-01,MCD,GLI,EST,1.0
2001-08-01,EST,GLI,CAV,6.0
2001-08-01,MCD,CAV,XXX,2.0
2001-08-01,MCD,EST,REG,1.0
2001-08-01,MCD,EST,CAV,1.0
2001-08-01,REG,JOHNNY APPLESEED,LIEUTENANT DAN,1.0
2001-08-01,MARIE HAUSER,XXX,XXX,1.0
2001-08-01,EST,GLI,LIBRARY,1.0
2001-08-01,GLI,JEFF GUCKEEN,XXX,1.0
2001-08-01,THERESA HAUSER,XXX,XXX,1.0
2001-08-02,XXX,XXX,XXX,4.0
2001-08-02,GLI,EST,XXX,72.0
2001-08-02,GLI,MCD,XXX,4.0
2001-08-02,GLI,MCD,EST,6.0
2001-08-02,GLI,MCD,CAV,1.0
2001-08-02,EST,GLI,XXX,33.0
2001-08-02,EST,GLI,MCD,8.0
2001-08-02,EST,GLI,CAV,6.0
2001-08-02,MCD,EST,CAV,1.0
2001-08-02,EST,MCD,XXX,2.0
2001-08-02,EST,MCD,GLI,2.0
2001-08-02,MCD,GLI,EST,1.0
2001-08-02,EST,MCD,CAV,1.0
2001-08-02,MCD,EST,GLI,1.0
2001-08-02,MCD,EST,XXX,1.0
2001-08-02,MCD,REG,CAV,1.0
2001-08-02,EST,XXX,XXX,7.0
2001-08-02,MCD,REG,XXX,1.0
2001-08-02,MCD,XXX,XXX,1.0
2001-08-02,EST,CAV,MCD,5.0
2001-08-02,EST,CAV,GLI,5.0
2001-08-02,REG,MCD,XXX,1.0
2001-08-02,REG,MCD,GLI,1.0
2001-08-02,REG,MCD,CAV,1.0
2001-08-02,REG,GLI,XXX,1.0
2001-08-02,REG,XXX,XXX,6.0
2001-08-02,CAV,EST,MCD,2.0
2001-08-02,CAV,EST,XXX,2.0
2001-08-02,GLI,REG,XXX,1.0
2001-08-02,GLI,CAV,XXX,1.0
2001-08-02,GLI,CAV,EST,3.0
2001-08-02,GLI,XXX,XXX,106.0
2001-08-02,GLI,EST,CAV,20.0
2001-08-02,GLI,EST,MCD,20.0
2001-08-02,EST,CAV,XXX,1.0
2001-08-02,GLI,EST,LAMARR SCOTT,1.0
2001-08-02,GLI,EST,MATT ALLEN,1.0
2001-08-02,GLI,MCD,REG,1.0
2001-08-02,CAV,GLI,EST,1.0
2001-08-03,XXX,XXX,XXX,1.0
2001-08-03,GLI,MCD,CAV,2.0
2001-08-03,GLI,MCD,REG,1.0
2001-08-03,GLI,MCD,EST,5.0
2001-08-03,GLI,CAV,XXX,2.0
2001-08-03,GLI,CAV,EST,1.0
2001-08-03,GLI,REG,MCD,1.0
2001-08-03,GLI,REG,XXX,1.0
2001-08-03,MCD,REG,GLI,1.0
2001-08-03,MCD,REG,CAV,1.0
2001-08-03,EST,XXX,XXX,4.0
2001-08-03,MCD,EST,XXX,1.0
2001-08-03,EST,REG,GLI,1.0
2001-08-03,MCD,EST,CAV,1.0
2001-08-03,MCD,GLI,XXX,1.0
2001-08-03,MCD,XXX,XXX,4.0
2001-08-03,CAV,EST,REG,1.0
2001-08-03,CAV,EST,MCD,1.0
2001-08-03,CAV,GLI,XXX,1.0
2001-08-03,CAV,XXX,XXX,1.0
2001-08-03,GLI,EST,CAV,6.0
2001-08-03,GLI,EST,REG,1.0
2001-08-03,GLI,EST,MCD,7.0
2001-08-03,EST,GLI,XXX,11.0
2001-08-03,GLI,EST,XXX,18.0
2001-08-03,EST,GLI,CAV,5.0
2001-08-03,EST,GLI,MCD,8.0
2001-08-03,EST,MCD,GLI,1.0
2001-08-03,GLI,XXX,XXX,39.0
2001-08-03,EST,MCD,XXX,1.0
2001-08-03,REG,XXX,XXX,3.0
2001-08-03,REG,MCD,EST,1.0
2001-08-03,REG,MCD,GLI,1.0
2001-08-03,REG,MCD,XXX,1.0
2001-08-03,REG,EST,GLI,1.0
2001-08-03,REG,GLI,XXX,1.0
2001-08-03,REG,MCD,"ALBERT KELLY, JR",1.0
2001-08-03,EST,CAV,GLI,2.0
2001-08-03,EST,CAV,MCD,1.0
2001-08-04,XXX,XXX,XXX,4.0
2001-08-04,GLI,EST,XXX,42.0
2001-08-04,MCD,XXX,XXX,2.0
2001-08-04,MCD,REG,XXX,1.0
2001-08-04,MCD,REG,CAV,1.0
2001-08-04,MCD,GLI,CAV,1.0
2001-08-04,MCD,GLI,XXX,1.0
2001-08-04,MCD,EST,XXX,1.0
2001-08-04,MCD,EST,GLI,3.0
2001-08-04,GLI,EST,MCD,11.0
2001-08-04,GLI,EST,CAV,4.0
2001-08-04,REG,EST,MCD,1.0
2001-08-04,REG,MCD,XXX,1.0
2001-08-04,REG,MCD,GLI,1.0
2001-08-04,REG,MCD,CAV,1.0
2001-08-04,REG,XXX,XXX,3.0
2001-08-04,EST,XXX,XXX,8.0
2001-08-04,EST,MCD,CAV,3.0
2001-08-04,EST,MCD,GLI,1.0
2001-08-04,EST,REG,XXX,2.0
2001-08-04,EST,REG,MCD,2.0
2001-08-04,EST,CAV,XXX,2.0
2001-08-04,EST,CAV,MCD,5.0
2001-08-04,EST,CAV,GLI,6.0
2001-08-04,REG,EST,GLI,1.0
2001-08-04,EST,GLI,XXX,29.0
2001-08-04,EST,GLI,MCD,7.0
2001-08-04,EST,GLI,CAV,7.0
2001-08-04,EST,GLI,REG,1.0
2001-08-04,GLI,CAV,MCD,2.0
2001-08-04,GLI,CAV,EST,3.0
2001-08-04,GLI,MCD,XXX,5.0
2001-08-04,GLI,XXX,XXX,54.0
2001-08-04,GLI,MCD,REG,1.0
2001-08-04,GLI,MCD,EST,6.0
2001-08-04,GLI,MCD,CAV,4.0
2001-08-04,GLI,MR.MCGOO,EST,1.0
2001-08-05,XXX,XXX,XXX,7.0
2001-08-05,GLI,EST,XXX,43.0
2001-08-05,GLI,EST,CAV,12.0
2001-08-05,GLI,EST,MCD,29.0
2001-08-05,GLI,MCD,CAV,10.0
2001-08-05,GLI,MCD,REG,4.0
2001-08-05,GLI,MCD,XXX,4.0
2001-08-05,GLI,MCD,EST,7.0
2001-08-05,EST,GLI,REG,1.0
2001-08-05,EST,GLI,XXX,13.0
2001-08-05,GLI,EST,XXX,5.0
2001-08-05,EST,GLI,CAV,5.0
2001-08-05,GLI,REG,XXX,2.0
2001-08-05,GLI,REG,EST,1.0
2001-08-05,EST,GLI,MCD,9.0
2001-08-05,GLI,CAV,XXX,4.0
2001-08-05,GLI,CAV,EST,1.0
2001-08-05,EST,MCD,XXX,2.0
2001-08-05,EST,MCD,CAV,1.0
2001-08-05,EST,MCD,GLI,4.0
2001-08-05,MCD,GLI,REG,1.0
2001-08-05,EST,CAV,GLI,1.0
2001-08-05,EST,XXX,XXX,2.0
2001-08-05,GLI,XXX,XXX,146.0
2001-08-05,REG,XXX,XXX,7.0
2001-08-05,REG,MCD,EST,2.0
2001-08-05,REG,MCD,CAV,1.0
2001-08-05,REG,MCD,GLI,1.0
2001-08-05,REG,GLI,XXX,1.0
