W-P,First Choice,Second Choice,Third Choice,Count
2001-05-01,CHI,LEE,MCK,3.0
2001-05-03,CHI,LEE,MCK,1.0
2001-05-04,CHI,LEE,MCK,3.0
2001-05-05,CHI,LEE,MCK,2.0
2001-05-06,CHI,LEE,MCK,3.0
2001-05-07,CHI,LEE,MCK,1.0
2001-05-05,CHI,LEE,SAM,1.0
2001-05-06,CHI,LEE,SAM,5.0
2001-05-10,CHI,LEE,SAM,1.0
2001-05-04,CHI,LEE,SMI,1.0
2001-05-05,CHI,LEE,SMI,1.0
2001-05-03,CHI,LEE,XXX,1.0
2001-05-01,CHI,MCK,LEE,1.0
2001-05-03,CHI,MCK,LEE,2.0
2001-05-04,CHI,MCK,LEE,2.0
2001-05-05,CHI,MCK,LEE,1.0
2001-05-01,CHI,MCK,SAM,1.0
2001-05-04,CHI,MCK,SAM,1.0
2001-05-05,CHI,MCK,SAM,1.0
2001-05-06,CHI,MCK,SAM,1.0
2001-05-04,CHI,MCK,SMI,2.0
2001-05-01,CHI,MCK,XXX,1.0
2001-05-07,CHI,MCK,XXX,1.0
2001-05-06,CHI,SAM,LEE,1.0
2001-05-01,CHI,SAM,MCK,1.0
2001-05-06,CHI,SAM,MCK,2.0
2001-05-01,CHI,SAM,XXX,2.0
2001-05-06,CHI,SMI,LEE,1.0
2001-05-04,CHI,SMI,MCK,1.0
2001-05-10,CHI,SMI,MCK,1.0
2001-05-03,CHI,SMI,SAM,1.0
2001-05-05,CHI,SMI,SAM,1.0
2001-05-10,CHI,SMI,XXX,1.0
2001-05-03,CHI,XXX,XXX,3.0
2001-05-05,CHI,XXX,XXX,3.0
2001-05-06,CHI,XXX,XXX,3.0
2001-05-07,CHI,XXX,XXX,2.0
2001-05-10,CHI,XXX,XXX,1.0
2001-05-10,GARY W. HTERDICK,LEE,SAM,1.0
2001-05-01,GOD,LEE,SAM,1.0
2001-05-10,GRACE HEKTNER,XXX,XXX,1.0
2001-05-04,KAREN BURG,BILL HENSEN,JOE JOHNSON,1.0
2001-05-01,LEE,CHI,MCK,5.0
2001-05-02,LEE,CHI,MCK,2.0
2001-05-03,LEE,CHI,MCK,7.0
2001-05-04,LEE,CHI,MCK,3.0
2001-05-05,LEE,CHI,MCK,7.0
2001-05-06,LEE,CHI,MCK,5.0
2001-05-07,LEE,CHI,MCK,3.0
2001-05-08,LEE,CHI,MCK,1.0
2001-05-10,LEE,CHI,MCK,2.0
2001-05-01,LEE,CHI,SAM,2.0
2001-05-03,LEE,CHI,SAM,2.0
2001-05-04,LEE,CHI,SAM,1.0
2001-05-05,LEE,CHI,SAM,3.0
2001-05-06,LEE,CHI,SAM,2.0
2001-05-08,LEE,CHI,SAM,1.0
2001-05-03,LEE,CHI,SMI,3.0
2001-05-05,LEE,CHI,SMI,1.0
2001-05-10,LEE,CHI,SMI,1.0
2001-05-01,LEE,CHI,XXX,2.0
2001-05-03,LEE,CHI,XXX,2.0
2001-05-04,LEE,CHI,XXX,1.0
2001-05-05,LEE,CHI,XXX,1.0
2001-05-06,LEE,CHI,XXX,3.0
2001-05-07,LEE,CHI,XXX,1.0
2001-05-08,LEE,CHI,XXX,1.0
2001-05-01,LEE,MCK,CHI,20.0
2001-05-02,LEE,MCK,CHI,4.0
2001-05-03,LEE,MCK,CHI,20.0
2001-05-04,LEE,MCK,CHI,16.0
2001-05-05,LEE,MCK,CHI,20.0
2001-05-06,LEE,MCK,CHI,7.0
2001-05-07,LEE,MCK,CHI,5.0
2001-05-08,LEE,MCK,CHI,6.0
2001-05-09,LEE,MCK,ELIZABETH NIERLAND,1.0
2001-05-03,LEE,MCK,K. MIDDLEBROOK,1.0
2001-05-01,LEE,MCK,SAM,17.0
2001-05-03,LEE,MCK,SAM,13.0
2001-05-04,LEE,MCK,SAM,11.0
2001-05-05,LEE,MCK,SAM,15.0
2001-05-06,LEE,MCK,SAM,14.0
2001-05-07,LEE,MCK,SAM,4.0
2001-05-08,LEE,MCK,SAM,5.0
2001-05-10,LEE,MCK,SAM,5.0
2001-05-01,LEE,MCK,SMI,2.0
2001-05-02,LEE,MCK,SMI,1.0
2001-05-03,LEE,MCK,SMI,3.0
2001-05-04,LEE,MCK,SMI,2.0
