contest_name,place,state,year,date,office,rcv_type,number_of_winners,tabulation_num,unique_id,winner,number_of_candidates,number_of_rounds,final_round_winner_vote,final_round_winner_percent,final_round_active_votes,first_round_winner_vote,first_round_winner_percent,first_round_active_votes,first_round_winner_place,final_round_winner_votes_over_first_round_valid,winners_consensus_value,condorcet,come_from_behind,effective_ballot_length,first_round_overvote,ranked_single,ranked_multiple,total_fully_ranked,ranked_winner,includes_duplicate_ranking,includes_skipped_ranking,total_irregular,total_ballots,total_ballots_with_overvote,total_undervote,total_exhausted,total_exhausted_by_overvote,total_exhausted_by_skipped_rankings,total_exhausted_by_abstention,total_exhausted_by_rank_limit
Burlington Mayor 2009,Burlington,VT,2009,3/3/2009,Mayor,rcv_single_winner,1,1,Burlington_03032009_Mayor_tab1,Bob Kiss,5,5,4313.0,0.5151080855129583,8373.0,2585.0,0.28799019607843135,8976.0,2,0.4805035650623886,0.5487967914438503,no,yes,0: 8; 1: 1481; 2: 1914; 3: 1802; 4: 926; 5: 2853,4.0,1482.0,7498.0,2853.0,6183,0.0,108.0,113.0,8984.0,6.0,4.0,607.0,5.0,0.0,600.0,2.0
